省名	省英文名	市名	市英文名	本省确诊人数	本省疑似人数	本省治愈人数	本省死亡人数	本市确诊人数	本市疑似人数	本市治愈人数	本市死亡人数	数据更新时间
广西壮族自治区	Guangxi	梧州	Wuzhou	237	0	46	2	5	0	5	0	31:02.2
上海市	Shanghai	外地来沪人员	People from other cities	328	0	140	1	109	0	48	1	31:02.2
上海市	Shanghai	浦东新区	Pudong District	328	0	140	1	57	0	27	0	31:02.2
上海市	Shanghai	宝山区	Baoshan District	328	0	140	1	21	0	5	0	31:02.2
上海市	Shanghai	徐汇区	Xuhui District	328	0	140	1	18	0	4	0	31:02.2
上海市	Shanghai	松江区	Songjiang District	328	0	140	1	14	0	2	0	31:02.2
上海市	Shanghai	闵行区	Minhang District	328	0	140	1	18	0	7	0	31:02.2
上海市	Shanghai	静安区	Jing'an District	328	0	140	1	16	0	7	0	31:02.2
上海市	Shanghai	普陀区	Putuo District	328	0	140	1	11	0	2	0	31:02.2
上海市	Shanghai	奉贤区	Fengxian District	328	0	140	1	9	0	1	0	31:02.2
上海市	Shanghai	长宁区	Changning District	328	0	140	1	13	0	6	0	31:02.2
上海市	Shanghai	杨浦区	Yangpu District	328	0	140	1	9	0	2	0	31:02.2
上海市	Shanghai	嘉定区	Jiading District	328	0	140	1	9	0	2	0	31:02.2
上海市	Shanghai	虹口区	Hongkou District	328	0	140	1	7	0	3	0	31:02.2
上海市	Shanghai	黄浦区	Huangpu District	328	0	140	1	6	0	2	0	31:02.2
上海市	Shanghai	崇明区	Chongming District	328	0	140	1	3	0	0	0	31:02.2
上海市	Shanghai	青浦区	Qingpu District	328	0	140	1	5	0	4	0	31:02.2
上海市	Shanghai	金山区	Jinshan District	328	0	140	1	3	0	2	0	31:02.2
陕西省	Shanxi	西安	Xi'an	236	0	64	0	114	0	25	0	31:02.2
陕西省	Shanxi	汉中	Hanzhong	236	0	64	0	25	0	1	0	31:02.2
陕西省	Shanxi	安康	Ankang	236	0	64	0	24	0	5	0	31:02.2
陕西省	Shanxi	渭南	Weinan	236	0	64	0	15	0	1	0	31:02.2
陕西省	Shanxi	咸阳	Xianyang	236	0	64	0	17	0	5	0	31:02.2
陕西省	Shanxi	宝鸡	Baoji	236	0	64	0	13	0	7	0	31:02.2
陕西省	Shanxi	商洛	Shangluo	236	0	64	0	7	0	2	0	31:02.2
陕西省	Shanxi	铜川	Tongchuan	236	0	64	0	8	0	4	0	31:02.2
陕西省	Shanxi	延安	Yan'an	236	0	64	0	8	0	6	0	31:02.2
陕西省	Shanxi	榆林	Yulin	236	0	64	0	3	0	1	0	31:02.2
陕西省	Shanxi	杨凌	Yangling District in Xianyang	236	0	64	0	1	0	0	0	31:02.2
陕西省	Shanxi	韩城	Hancheng	236	0	64	0	1	0	1	0	31:02.2
陕西省	Shanxi	待明确地区	Area not defined	236	0	64	0	0	0	6	0	31:02.2
云南省	Yunnan	昆明	Kunming	169	0	42	0	49	0	8	0	31:02.2
云南省	Yunnan	昭通	Zhaotong	169	0	42	0	25	0	2	0	31:02.2
云南省	Yunnan	西双版纳	Xishuangbanna	169	0	42	0	15	0	3	0	31:02.2
云南省	Yunnan	玉溪	Yuxi	169	0	42	0	14	0	3	0	31:02.2
云南省	Yunnan	曲靖	Qujing	169	0	42	0	13	0	5	0	31:02.2
云南省	Yunnan	大理州	Dali	169	0	42	0	13	0	6	0	31:02.2
云南省	Yunnan	保山	Baoshan	169	0	42	0	9	0	2	0	31:02.2
云南省	Yunnan	红河州	Honghe	169	0	42	0	8	0	3	0	31:02.2
云南省	Yunnan	德宏州	Dehong	169	0	42	0	5	0	2	0	31:02.2
云南省	Yunnan	普洱	Pu'er	169	0	42	0	4	0	1	0	31:02.2
云南省	Yunnan	楚雄州	Chuxiong	169	0	42	0	4	0	1	0	31:02.2
云南省	Yunnan	丽江	Lijiang	169	0	42	0	7	0	5	0	31:02.2
云南省	Yunnan	文山州	Wenshan	169	0	42	0	2	0	0	0	31:02.2
云南省	Yunnan	临沧	Lincang	169	0	42	0	1	0	1	0	31:02.2
贵州省	Guizhou	贵阳	Guiyang	144	0	41	1	34	0	6	0	31:02.2
贵州省	Guizhou	遵义	Zunyi	144	0	41	1	32	0	5	0	31:02.2
贵州省	Guizhou	毕节	Bijie	144	0	41	1	23	0	7	0	31:02.2
贵州省	Guizhou	黔南州	Qiannan	144	0	41	1	17	0	5	0	31:02.2
贵州省	Guizhou	六盘水	Liupanshui	144	0	41	1	10	0	3	1	31:02.2
贵州省	Guizhou	黔东南州	Qiandongnan	144	0	41	1	10	0	4	0	31:02.2
贵州省	Guizhou	安顺	Anshun	144	0	41	1	4	0	0	0	31:02.2
贵州省	Guizhou	铜仁	Tongren	144	0	41	1	10	0	7	0	31:02.2
贵州省	Guizhou	黔西南州	Qianxinan	144	0	41	1	4	0	4	0	31:02.2
辽宁省	Liaoning	沈阳	Shenyang	120	0	35	1	28	0	12	0	31:02.2
辽宁省	Liaoning	大连	Dalian	120	0	35	1	18	0	5	0	31:02.2
辽宁省	Liaoning	葫芦岛	Huludao	120	0	35	1	12	0	0	1	31:02.2
辽宁省	Liaoning	盘锦	Panjin	120	0	35	1	11	0	0	0	31:02.2
辽宁省	Liaoning	阜新	Fuxin	120	0	35	1	8	0	0	0	31:02.2
辽宁省	Liaoning	铁岭	Tieling	120	0	35	1	7	0	1	0	31:02.2
辽宁省	Liaoning	锦州	Jinzhou	120	0	35	1	12	0	7	0	31:02.2
辽宁省	Liaoning	朝阳	Chaoyang	120	0	35	1	6	0	2	0	31:02.2
辽宁省	Liaoning	鞍山	Anshan	120	0	35	1	4	0	0	0	31:02.2
辽宁省	Liaoning	丹东	Dandong	120	0	35	1	7	0	4	0	31:02.2
辽宁省	Liaoning	本溪	Benxi	120	0	35	1	3	0	1	0	31:02.2
辽宁省	Liaoning	辽阳	Liaoyang	120	0	35	1	3	0	2	0	31:02.2
辽宁省	Liaoning	营口	Yingkou	120	0	35	1	1	0	1	0	31:02.2
山西省	Shanxi	晋中	Jinzhong	128	0	46	0	35	0	12	0	31:02.2
山西省	Shanxi	太原	Taiyuan	128	0	46	0	19	0	6	0	31:02.2
山西省	Shanxi	大同	Datong	128	0	46	0	12	0	4	0	31:02.2
山西省	Shanxi	长治	Changzhi	128	0	46	0	8	0	0	0	31:02.2
山西省	Shanxi	晋城	Jincheng	128	0	46	0	9	0	2	0	31:02.2
山西省	Shanxi	忻州	Xinzhou	128	0	46	0	7	0	0	0	31:02.2
山西省	Shanxi	运城	Yuncheng	128	0	46	0	19	0	13	0	31:02.2
山西省	Shanxi	朔州	Shuozhou	128	0	46	0	7	0	2	0	31:02.2
山西省	Shanxi	阳泉	Yangquan	128	0	46	0	4	0	0	0	31:02.2
山西省	Shanxi	临汾	Linfen	128	0	46	0	2	0	1	0	31:02.2
山西省	Shanxi	吕梁	Lüliang	128	0	46	0	6	0	6	0	31:02.2
内蒙古自治区	Neimenggu	包头	Baotou	70	0	7	0	11	0	0	0	31:02.2
内蒙古自治区	Neimenggu	鄂尔多斯	Ordos	70	0	7	0	11	0	3	0	31:02.2
内蒙古自治区	Neimenggu	巴彦淖尔	Bayannur	70	0	7	0	8	0	0	0	31:02.2
内蒙古自治区	Neimenggu	呼和浩特	Hohhot	70	0	7	0	7	0	0	0	31:02.2
内蒙古自治区	Neimenggu	赤峰	Chifeng	70	0	7	0	9	0	2	0	31:02.2
内蒙古自治区	Neimenggu	通辽	Tongliao	70	0	7	0	6	0	0	0	31:02.2
内蒙古自治区	Neimenggu	呼伦贝尔	Hulunbuir	70	0	7	0	6	0	1	0	31:02.2
内蒙古自治区	Neimenggu	锡林郭勒盟	Linguolexi	70	0	7	0	6	0	1	0	31:02.2
内蒙古自治区	Neimenggu	乌兰察布	Ulanqab	70	0	7	0	3	0	0	0	31:02.2
内蒙古自治区	Neimenggu	乌海市	Wuhai	70	0	7	0	2	0	0	0	31:02.2
内蒙古自治区	Neimenggu	兴安盟	Xinganmeng	70	0	7	0	1	0	0	0	31:02.2
吉林省	Jilin	长春	Changchun	89	0	28	1	45	0	14	0	31:02.2
吉林省	Jilin	四平市	Siping	89	0	28	1	14	0	4	1	31:02.2
吉林省	Jilin	辽源	Liaoyuan	89	0	28	1	7	0	1	0	31:02.2
吉林省	Jilin	公主岭	Gongzhuling	89	0	28	1	6	0	2	0	31:02.2
吉林省	Jilin	延边	Yanbian	89	0	28	1	5	0	2	0	31:02.2
吉林省	Jilin	通化	Tonghua	89	0	28	1	3	0	0	0	31:02.2
吉林省	Jilin	吉林市	Jilin	89	0	28	1	5	0	3	0	31:02.2
吉林省	Jilin	松原	Songyuan	89	0	28	1	2	0	1	0	31:02.2
吉林省	Jilin	白城	Baicheng	89	0	28	1	1	0	0	0	31:02.2
吉林省	Jilin	梅河口	Meihekou	89	0	28	1	1	0	1	0	31:02.2
新疆维吾尔自治区	Xinjiang	乌鲁木齐	Urumqi	71	0	11	1	23	0	3	0	31:02.2
新疆维吾尔自治区	Xinjiang	伊犁州	Yili	71	0	11	1	16	0	4	0	31:02.2
新疆维吾尔自治区	Xinjiang	兵团第四师	Xinjiang Production and Construction Corps 4th Division	71	0	11	1	10	0	0	0	31:02.2
新疆维吾尔自治区	Xinjiang	兵团第九师	Xinjiang Production and Construction Corps 9th Division	71	0	11	1	4	0	0	0	31:02.2
新疆维吾尔自治区	Xinjiang	昌吉州	Changji	71	0	11	1	4	0	0	0	31:02.2
新疆维吾尔自治区	Xinjiang	巴州	Bayingolin Mongol Autonomous Prefecture	71	0	11	1	3	0	0	0	31:02.2
新疆维吾尔自治区	Xinjiang	吐鲁番市	Turpan	71	0	11	1	3	0	1	0	31:02.2
新疆维吾尔自治区	Xinjiang	兵团第六师五家渠市	Wujiaqu, Xinjiang Production and Construction Corps 5th Division	71	0	11	1	2	0	0	0	31:02.2
新疆维吾尔自治区	Xinjiang	兵团第八师石河子市	Shihezi, Xinjiang Production and Construction Corps 8th Division	71	0	11	1	3	0	1	1	31:02.2
新疆维吾尔自治区	Xinjiang	兵团第十二师	Xinjiang Production and Construction Corps 12th Division	71	0	11	1	1	0	0	0	31:02.2
新疆维吾尔自治区	Xinjiang	兵团第七师	Xinjiang Production and Construction Corps 7th Division	71	0	11	1	1	0	1	0	31:02.2
新疆维吾尔自治区	Xinjiang	阿克苏地区	Akesu	71	0	11	1	1	0	1	0	31:02.2
上海市	Shanghai	外地来沪人员	People from other cities	326	0	124	1	109	0	48	1	06:11.6
上海市	Shanghai	浦东新区	Pudong District	326	0	124	1	56	0	27	0	06:11.6
上海市	Shanghai	宝山区	Baoshan District	326	0	124	1	20	0	5	0	06:11.6
上海市	Shanghai	徐汇区	Xuhui District	326	0	124	1	18	0	4	0	06:11.6
上海市	Shanghai	松江区	Songjiang District	326	0	124	1	14	0	2	0	06:11.6
上海市	Shanghai	闵行区	Minhang District	326	0	124	1	18	0	7	0	06:11.6
上海市	Shanghai	静安区	Jing'an District	326	0	124	1	16	0	7	0	06:11.6
上海市	Shanghai	普陀区	Putuo District	326	0	124	1	11	0	2	0	06:11.6
上海市	Shanghai	奉贤区	Fengxian District	326	0	124	1	9	0	1	0	06:11.6
上海市	Shanghai	长宁区	Changning District	326	0	124	1	13	0	6	0	06:11.6
上海市	Shanghai	杨浦区	Yangpu District	326	0	124	1	9	0	2	0	06:11.6
上海市	Shanghai	嘉定区	Jiading District	326	0	124	1	9	0	2	0	06:11.6
上海市	Shanghai	虹口区	Hongkou District	326	0	124	1	7	0	3	0	06:11.6
上海市	Shanghai	黄浦区	Huangpu District	326	0	124	1	6	0	2	0	06:11.6
上海市	Shanghai	崇明区	Chongming District	326	0	124	1	3	0	0	0	06:11.6
上海市	Shanghai	青浦区	Qingpu District	326	0	124	1	5	0	3	0	06:11.6
上海市	Shanghai	金山区	Jinshan District	326	0	124	1	3	0	2	0	06:11.6
